"id","session","handle","remote","offer","sdp","timestamp"
86,5307701386123393,2510151603777152,false,true,"v=0
o=FreeSWITCH 1620849533 1620849534 IN IP4 XX.XX.XX.XX
s=FreeSWITCH
t=0 0
a=group:BUNDLE audio
a=msid-semantic: WMS janus
m=audio 9 UDP/TLS/RTP/SAVPF 8 101
c=IN IP4 XX.XX.XX.XX
a=sendrecv
a=mid:audio
a=rtcp-mux
a=ice-ufrag:TULM
a=ice-pwd:C2CladC9/fPbnxZISBSSLJ
a=ice-options:trickle
a=fingerprint:sha-256 DA:3B:2D:F5:E3:49:31:72:CA:B0:EA:E8:35:DC:93:C0:BE:69:27:4B:90:8C:73:74:2E:34:23:ED:13:A3:B9:C0
a=setup:actpass
a=rtpmap:8 PCMA/8000
a=rtpmap:101 telephone-event/8000
a=fmtp:101 0-16
a=ptime:20
a=msid:janus janusa0
a=ssrc:1121374170 cname:janus
a=ssrc:1121374170 msid:janus janusa0
a=ssrc:1121374170 mslabel:janus
a=ssrc:1121374170 label:janusa0
a=candidate:1 1 udp 2015363583 192.168.2.82 33632 typ host
a=candidate:4 1 udp 2015363327 XX.XX.XX.XX 39531 typ host
a=end-of-candidates
",2021-05-13 10:03:45.000
87,5307701386123393,2510151603777152,true,false,"v=0
o=- 3645985015183972525 2 IN IP4 127.0.0.1
s=-
t=0 0
a=group:BUNDLE audio
a=msid-semantic: WMS sGvSsUb67AUoAmkCjqH28xZH73n12ZttxcdG
m=audio 9 UDP/TLS/RTP/SAVPF 8 101
c=IN IP4 0.0.0.0
a=rtcp:9 IN IP4 0.0.0.0
a=ice-ufrag:vpWL
a=ice-pwd:3VwmENeXre/ULR5Ix8UzkPSy
a=ice-options:trickle
a=fingerprint:sha-256 02:1C:35:0C:A0:F6:FE:51:35:E4:31:E1:28:FA:63:F0:53:F0:8B:14:35:8D:C8:F0:65:F5:D0:88:8E:16:54:4F
a=setup:active
a=mid:audio
a=sendrecv
a=msid:sGvSsUb67AUoAmkCjqH28xZH73n12ZttxcdG 17510f33-d05d-4830-9c45-8e9b1a31fd07
a=rtcp-mux
a=rtpmap:8 PCMA/8000
a=rtpmap:101 telephone-event/8000
a=ssrc:1916121673 cname:oOnLmsYtZREmSqn6
",2021-05-13 10:03:57.000
88,5307701386123393,2510151603777152,false,true,"v=0
o=FreeSWITCH 1620850387 1620850388 IN IP4 XX.XX.XX.XX
s=FreeSWITCH
t=0 0
a=group:BUNDLE audio
a=msid-semantic: WMS janus
m=audio 9 UDP/TLS/RTP/SAVPF 8 101
c=IN IP4 XX.XX.XX.XX
a=sendrecv
a=mid:audio
a=rtcp-mux
a=ice-ufrag:yksG
a=ice-pwd:POJ4OUhjpd8an+QjMYQupF
a=ice-options:trickle
a=fingerprint:sha-256 DA:3B:2D:F5:E3:49:31:72:CA:B0:EA:E8:35:DC:93:C0:BE:69:27:4B:90:8C:73:74:2E:34:23:ED:13:A3:B9:C0
a=setup:actpass
a=rtpmap:8 PCMA/8000
a=rtpmap:101 telephone-event/8000
a=fmtp:101 0-16
a=ptime:20
a=msid:janus janusa0
a=ssrc:4229360778 cname:janus
a=ssrc:4229360778 msid:janus janusa0
a=ssrc:4229360778 mslabel:janus
a=ssrc:4229360778 label:janusa0
a=candidate:1 1 udp 2015363583 192.168.2.82 44733 typ host
a=candidate:4 1 udp 2015363327 XX.XX.XX.XX 35689 typ host
a=end-of-candidates
",2021-05-13 10:07:29.000
89,5307701386123393,2510151603777152,true,false,"v=0
o=- 209796551627157479 2 IN IP4 127.0.0.1
s=-
t=0 0
a=group:BUNDLE audio
a=msid-semantic: WMS h4CXrK6RPynmxt6lKkjGW7IQ49SrtM9v97Wh
m=audio 9 UDP/TLS/RTP/SAVPF 8 101
c=IN IP4 0.0.0.0
a=rtcp:9 IN IP4 0.0.0.0
a=ice-ufrag:/khu
a=ice-pwd:I3ZWytPfgxR/afFxeVwNsLpy
a=ice-options:trickle
a=fingerprint:sha-256 1B:78:B1:13:D0:92:53:84:1C:1B:05:FB:A2:9A:12:EE:BB:D8:B8:98:8E:4C:D1:63:6C:68:EC:0A:FA:46:BD:D9
a=setup:active
a=mid:audio
a=sendrecv
a=msid:h4CXrK6RPynmxt6lKkjGW7IQ49SrtM9v97Wh 3d64f732-1399-4343-884b-4f38b0f377e7
a=rtcp-mux
a=rtpmap:8 PCMA/8000
a=rtpmap:101 telephone-event/8000
a=ssrc:2515513497 cname:iR8eaPJVHIsUWpQi
",2021-05-13 10:07:35.000
90,5307701386123393,2510151603777152,false,true,"v=0
o=FreeSWITCH 1620850375 1620850376 IN IP4 XX.XX.XX.XX
s=FreeSWITCH
t=0 0
a=group:BUNDLE audio
a=msid-semantic: WMS janus
m=audio 9 UDP/TLS/RTP/SAVPF 8 101
c=IN IP4 XX.XX.XX.XX
a=sendrecv
a=mid:audio
a=rtcp-mux
a=ice-ufrag:9ffP
a=ice-pwd:PtGaT3axsMo2fcZPO+24+V
a=ice-options:trickle
a=fingerprint:sha-256 DA:3B:2D:F5:E3:49:31:72:CA:B0:EA:E8:35:DC:93:C0:BE:69:27:4B:90:8C:73:74:2E:34:23:ED:13:A3:B9:C0
a=setup:actpass
a=rtpmap:8 PCMA/8000
a=rtpmap:101 telephone-event/8000
a=fmtp:101 0-16
a=ptime:20
a=msid:janus janusa0
a=ssrc:2076859985 cname:janus
a=ssrc:2076859985 msid:janus janusa0
a=ssrc:2076859985 mslabel:janus
a=ssrc:2076859985 label:janusa0
a=candidate:1 1 udp 2015363583 192.168.2.82 46818 typ host
a=candidate:4 1 udp 2015363327 XX.XX.XX.XX 47501 typ host
a=end-of-candidates
",2021-05-13 10:12:53.000
91,5307701386123393,2510151603777152,true,false,"v=0
o=- 1364931107368509979 2 IN IP4 127.0.0.1
s=-
t=0 0
a=group:BUNDLE audio
a=msid-semantic: WMS PsMplJ7eeHP8TTf2gM8HI19PaESoV2oYWs95
m=audio 9 UDP/TLS/RTP/SAVPF 8 101
c=IN IP4 0.0.0.0
a=rtcp:9 IN IP4 0.0.0.0
a=ice-ufrag:3Itg
a=ice-pwd:WRMzi53fdWYVSZxQz4nq8dLM
a=ice-options:trickle
a=fingerprint:sha-256 6F:41:59:89:0F:C7:6B:13:CD:C5:C0:C5:02:8F:22:B1:D2:0B:F4:6C:A0:02:D0:65:B0:4B:FE:FF:53:02:9E:9A
a=setup:active
a=mid:audio
a=sendrecv
a=msid:PsMplJ7eeHP8TTf2gM8HI19PaESoV2oYWs95 e1ddf5fa-7b5b-4173-8bc5-8c0d5932d336
a=rtcp-mux
a=rtpmap:8 PCMA/8000
a=rtpmap:101 telephone-event/8000
a=ssrc:1071194141 cname:9DQDsbCLtby2vRnm
",2021-05-13 10:13:01.000
92,5307701386123393,2510151603777152,true,false,"v=0
o=- 1364931107368509979 3 IN IP4 127.0.0.1
s=-
t=0 0
a=group:BUNDLE audio
a=msid-semantic: WMS PsMplJ7eeHP8TTf2gM8HI19PaESoV2oYWs95
m=audio 62621 UDP/TLS/RTP/SAVPF 8 101
c=IN IP4 192.168.222.19
a=rtcp:9 IN IP4 0.0.0.0
a=candidate:574706639 1 udp 2122260223 192.168.222.19 62621 typ host generation 0 network-id 1
a=candidate:451435517 1 udp 2122194687 172.27.112.1 62622 typ host generation 0 network-id 2
a=candidate:2999745851 1 udp 2122129151 192.168.56.1 62623 typ host generation 0 network-id 3
a=candidate:2954657374 1 udp 2122063615 192.168.239.1 62624 typ host generation 0 network-id 5
a=candidate:163464759 1 udp 2121998079 192.168.41.1 62625 typ host generation 0 network-id 6
a=candidate:1554237025 1 udp 2121932543 192.168.31.140 62626 typ host generation 0 network-id 4 network-cost 10
a=candidate:1824698175 1 tcp 1518280447 192.168.222.19 9 typ host tcptype active generation 0 network-id 1
a=candidate:1416341261 1 tcp 1518214911 172.27.112.1 9 typ host tcptype active generation 0 network-id 2
a=candidate:4233069003 1 tcp 1518149375 192.168.56.1 9 typ host tcptype active generation 0 network-id 3
a=candidate:4271866542 1 tcp 1518083839 192.168.239.1 9 typ host tcptype active generation 0 network-id 5
a=candidate:1195227847 1 tcp 1518018303 192.168.41.1 9 typ host tcptype active generation 0 network-id 6
a=candidate:304102033 1 tcp 1517952767 192.168.31.140 9 typ host tcptype active generation 0 network-id 4 network-cost 10
a=ice-ufrag:3Itg
a=ice-pwd:WRMzi53fdWYVSZxQz4nq8dLM
a=ice-options:trickle
a=fingerprint:sha-256 6F:41:59:89:0F:C7:6B:13:CD:C5:C0:C5:02:8F:22:B1:D2:0B:F4:6C:A0:02:D0:65:B0:4B:FE:FF:53:02:9E:9A
a=setup:active
a=mid:audio
a=sendrecv
a=msid:PsMplJ7eeHP8TTf2gM8HI19PaESoV2oYWs95 e1ddf5fa-7b5b-4173-8bc5-8c0d5932d336
a=rtcp-mux
a=rtpmap:8 PCMA/8000
a=rtpmap:101 telephone-event/8000
a=ssrc:1071194141 cname:9DQDsbCLtby2vRnm
",2021-05-13 10:13:01.000
93,5196036116996184,2960281891565266,false,true,"v=0
o=FreeSWITCH 1620851179 1620851180 IN IP4 XX.XX.XX.XX
s=FreeSWITCH
t=0 0
a=group:BUNDLE audio
a=msid-semantic: WMS janus
m=audio 9 UDP/TLS/RTP/SAVPF 8 101
c=IN IP4 XX.XX.XX.XX
a=sendrecv
a=mid:audio
a=rtcp-mux
a=ice-ufrag:n/2J
a=ice-pwd:uhtqIYJxhQtao+rkJ64m5o
a=ice-options:trickle
a=fingerprint:sha-256 DA:3B:2D:F5:E3:49:31:72:CA:B0:EA:E8:35:DC:93:C0:BE:69:27:4B:90:8C:73:74:2E:34:23:ED:13:A3:B9:C0
a=setup:actpass
a=rtpmap:8 PCMA/8000
a=rtpmap:101 telephone-event/8000
a=fmtp:101 0-16
a=ptime:20
a=msid:janus janusa0
a=ssrc:2318474854 cname:janus
a=ssrc:2318474854 msid:janus janusa0
a=ssrc:2318474854 mslabel:janus
a=ssrc:2318474854 label:janusa0
a=candidate:1 1 udp 2015363583 192.168.2.82 50278 typ host
a=candidate:4 1 udp 2015363327 XX.XX.XX.XX 34531 typ host
a=end-of-candidates
",2021-05-13 10:13:53.000
94,5196036116996184,2960281891565266,true,false,"v=0
o=- 3795649428839667393 2 IN IP4 127.0.0.1
s=-
t=0 0
a=group:BUNDLE audio
a=msid-semantic: WMS hJVeFsBIasPNoNGnSSoUlYqFduPk1KN3xZ9P
m=audio 9 UDP/TLS/RTP/SAVPF 8 101
c=IN IP4 0.0.0.0
a=rtcp:9 IN IP4 0.0.0.0
a=ice-ufrag:j6oH
a=ice-pwd:W30yf6UBJpBb+0H/GfBqZttw
a=ice-options:trickle
a=fingerprint:sha-256 2E:0F:A7:C3:39:71:F2:10:84:4D:75:A3:B6:1C:29:8A:CF:9E:CB:74:84:25:3A:8B:13:6B:8F:4B:CB:F0:70:F2
a=setup:active
a=mid:audio
a=sendrecv
a=msid:hJVeFsBIasPNoNGnSSoUlYqFduPk1KN3xZ9P 3225cc53-6a58-44a0-8210-2da2eaff22a2
a=rtcp-mux
a=rtpmap:8 PCMA/8000
a=rtpmap:101 telephone-event/8000
a=ssrc:762925559 cname:tGg58Cv9FlxDLs32
",2021-05-13 10:14:04.000
95,5196036116996184,2960281891565266,false,true,"v=0
o=FreeSWITCH 1620851138 1620851139 IN IP4 XX.XX.XX.XX
s=FreeSWITCH
t=0 0
a=group:BUNDLE audio
a=msid-semantic: WMS janus
m=audio 9 UDP/TLS/RTP/SAVPF 8 101
c=IN IP4 XX.XX.XX.XX
a=sendrecv
a=mid:audio
a=rtcp-mux
a=ice-ufrag:azSH
a=ice-pwd:l4SDL3eqpP2ce+r8RfYiRt
a=ice-options:trickle
a=fingerprint:sha-256 DA:3B:2D:F5:E3:49:31:72:CA:B0:EA:E8:35:DC:93:C0:BE:69:27:4B:90:8C:73:74:2E:34:23:ED:13:A3:B9:C0
a=setup:actpass
a=rtpmap:8 PCMA/8000
a=rtpmap:101 telephone-event/8000
a=fmtp:101 0-16
a=ptime:20
a=msid:janus janusa0
a=ssrc:1159464424 cname:janus
a=ssrc:1159464424 msid:janus janusa0
a=ssrc:1159464424 mslabel:janus
a=ssrc:1159464424 label:janusa0
a=candidate:1 1 udp 2015363583 192.168.2.82 50522 typ host
a=candidate:4 1 udp 2015363327 XX.XX.XX.XX 42866 typ host
a=end-of-candidates
",2021-05-13 10:17:00.000
96,5196036116996184,2960281891565266,true,false,"v=0
o=- 6650011523268958891 2 IN IP4 127.0.0.1
s=-
t=0 0
a=group:BUNDLE audio
a=msid-semantic: WMS AYEAKzPuhcZByGIcESnnKR2vrYjwudkRm6oJ
m=audio 9 UDP/TLS/RTP/SAVPF 8 101
c=IN IP4 0.0.0.0
a=rtcp:9 IN IP4 0.0.0.0
a=ice-ufrag:OrT0
a=ice-pwd:yW0B4XJFbJM/nriKn6npBF9J
a=ice-options:trickle
a=fingerprint:sha-256 27:E2:0A:B9:8A:56:A7:AF:C8:9F:93:9E:C9:A2:E0:FF:28:26:37:12:45:11:A3:8C:45:37:82:E9:C0:58:BB:77
a=setup:active
a=mid:audio
a=sendrecv
a=msid:AYEAKzPuhcZByGIcESnnKR2vrYjwudkRm6oJ 6b527079-820c-484e-8610-453e9c4dc2a8
a=rtcp-mux
a=rtpmap:8 PCMA/8000
a=rtpmap:101 telephone-event/8000
a=ssrc:3269725542 cname:jkD2+6PbdO81mpxc
",2021-05-13 10:17:06.000
97,5196036116996184,2960281891565266,false,true,"v=0
o=FreeSWITCH 1620851420 1620851421 IN IP4 XX.XX.XX.XX
s=FreeSWITCH
t=0 0
a=group:BUNDLE audio
a=msid-semantic: WMS janus
m=audio 9 UDP/TLS/RTP/SAVPF 8 101
c=IN IP4 XX.XX.XX.XX
a=sendrecv
a=mid:audio
a=rtcp-mux
a=ice-ufrag:4+XB
a=ice-pwd:XooHhPTyk9oUNG7zG5wIw1
a=ice-options:trickle
a=fingerprint:sha-256 DA:3B:2D:F5:E3:49:31:72:CA:B0:EA:E8:35:DC:93:C0:BE:69:27:4B:90:8C:73:74:2E:34:23:ED:13:A3:B9:C0
a=setup:actpass
a=rtpmap:8 PCMA/8000
a=rtpmap:101 telephone-event/8000
a=fmtp:101 0-16
a=ptime:20
a=msid:janus janusa0
a=ssrc:2575687711 cname:janus
a=ssrc:2575687711 msid:janus janusa0
a=ssrc:2575687711 mslabel:janus
a=ssrc:2575687711 label:janusa0
a=candidate:1 1 udp 2015363583 192.168.2.82 47521 typ host
a=candidate:4 1 udp 2015363327 XX.XX.XX.XX 48446 typ host
a=end-of-candidates
",2021-05-13 10:18:50.000
98,5196036116996184,2960281891565266,true,false,"v=0
o=- 2210779357775975761 2 IN IP4 127.0.0.1
s=-
t=0 0
a=group:BUNDLE audio
a=msid-semantic: WMS SwwtGynQpwBFFY6r5RBr24LvfptLC59TM2vU
m=audio 9 UDP/TLS/RTP/SAVPF 8 101
c=IN IP4 0.0.0.0
a=rtcp:9 IN IP4 0.0.0.0
a=ice-ufrag:7wbE
a=ice-pwd:Ww+/MI1GOIVRvjQ0sd67+XOB
a=ice-options:trickle
a=fingerprint:sha-256 07:7D:3E:30:51:10:FD:9F:ED:EF:4A:E6:43:F9:25:65:5F:AC:DD:9A:42:66:C0:B9:95:F2:54:DB:00:83:2A:D9
a=setup:active
a=mid:audio
a=sendrecv
a=msid:SwwtGynQpwBFFY6r5RBr24LvfptLC59TM2vU 29b9ae93-92ef-4adf-b322-3a1edf49d089
a=rtcp-mux
a=rtpmap:8 PCMA/8000
a=rtpmap:101 telephone-event/8000
a=ssrc:15185811 cname:9quMy+N9W3CYwICz
",2021-05-13 10:18:56.000
